4502566736-10,Create Purchase Order item,20170801 14:25:00,USER 511,,
4502543332-30,Create Purchase Order item,20170609 08:13:44,USER 482,,
4502538531-280,Create Purchase Order item,20170531 05:00:19,E-USER,,
4502613924-80,Create Purchase Order item,20171110 10:56:40,USER 433,,
4502596111-20,Create Purchase Order item,20171005 05:00:26,E-USER,,
4502531730-80,Create Purchase Order item,20170517 07:17:40,USER 482,,
4502517800-70,Create Purchase Order item,20170421 09:02:22,USER 12,,
4502486565-10,Create Purchase Order item,20170221 13:40:57,USER 262,,
4502557432-130,Create Purchase Order item,20170707 13:20:23,USER 140,,
4700045536-10,Create Purchase Order item,20170601 10:01:41,USER 468,,
4502629960-50,Create Purchase Order item,20171213 08:40:46,USER 433,,
4502474682-90,Create Purchase Order item,20170131 15:00:13,E-USER,,
4502630842-110,Create Purchase Order item,20171214 11:47:56,USER 482,,
4502587043-20,Create Purchase Order item,20170918 10:00:10,E-USER,,
4502596049-10,Create Purchase Order item,20171004 15:28:37,USER 53,,
4502537485-70,Create Purchase Order item,20170529 11:23:29,USER 12,,
4502463680-20,Create Purchase Order item,20170111 08:42:24,USER 12,,
4502462805-70,Create Purchase Order item,20170110 09:06:21,USER 500,,
4502494466-10,Create Purchase Order item,20170307 15:00:11,USER 519,,
4502468229-30,Create Purchase Order item,20170119 05:00:16,E-USER,,
4502481114-30,Create Purchase Order item,20170210 15:25:06,USER 306,,
4502631500-10,Create Purchase Order item,20171215 11:49:53,USER 482,,
4502462764-20,Create Purchase Order item,20170110 08:49:02,USER 482,,
4502537281-70,Create Purchase Order item,20170529 08:38:52,USER 23,,
4502492087-20,Create Purchase Order item,20170302 09:22:34,USER 335,,
4502585715-10,Create Purchase Order item,20170914 10:00:23,E-USER,,
4502483937-10,Create Purchase Order item,20170216 22:39:07,USER 5,,
4502510576-10,Create Purchase Order item,20170405 08:39:23,USER 482,,
4502494844-40,Create Purchase Order item,20170308 10:09:36,USER 23,,
4502589978-70,Create Purchase Order item,20170922 08:45:36,USER 518,,
4502474682-190,Create Purchase Order item,20170131 15:00:13,E-USER,,
4502545099-60,Create Purchase Order item,20170613 09:02:57,USER 433,,
4502534191-30,Create Purchase Order item,20170522 07:47:22,USER 23,,
4502633343-20,Create Purchase Order item,20171220 07:40:56,USER 322,,
4502544374-30,Create Purchase Order item,20170612 10:49:54,USER 518,,
4502502934-40,Create Purchase Order item,20170321 15:40:45,USER 433,,
4502464675-20,Create Purchase Order item,20170112 11:01:57,USER 433,,
4502532341-10,Create Purchase Order item,20170518 08:56:11,USER 482,,
4502521873-60,Create Purchase Order item,20170428 11:40:00,USER 433,,
4502604187-170,Create Purchase Order item,20171020 10:31:21,USER 12,,
4502488440-40,Create Purchase Order item,20170224 08:38:49,USER 177,,
4502604838-40,Create Purchase Order item,20171023 09:57:25,USER 482,,
4502615097-40,Create Purchase Order item,20171114 09:08:33,USER 433,,
4502574817-80,Create Purchase Order item,20170823 10:06:30,USER 12,,
4502462977-60,Create Purchase Order item,20170110 11:34:59,USER 433,,
4502515161-70,Create Purchase Order item,20170414 05:00:17,E-USER,,
4502509419-30,Create Purchase Order item,20170403 09:57:10,USER 12,,
4502575364-40,Create Purchase Order item,20170824 08:44:49,USER 53,,
4502462624-140,Create Purchase Order item,20170110 06:29:46,USER 141,,
4502596322-40,Create Purchase Order item,20171005 09:56:20,USER 433,,
4502609202-50,Create Purchase Order item,20171101 05:00:08,E-USER,,
4502587064-70,Create Purchase Order item,20170918 10:16:15,USER 433,,
4502521058-50,Create Purchase Order item,20170427 10:40:01,USER 496,,
4502582156-10,Create Purchase Order item,20170907 12:23:49,USER 511,,
4502621244-10,Create Purchase Order item,20171124 11:20:48,USER 482,,
4502549007-10,Create Purchase Order item,20170620 13:28:34,USER 195,,
4502544102-30,Create Purchase Order item,20170612 08:00:20,E-USER,,
4502601288-10,Create Purchase Order item,20171016 10:00:38,USER 433,,
4502495761-80,Create Purchase Order item,20170308 12:37:25,USER 53,,
4502503333-20,Create Purchase Order item,20170322 10:33:55,USER 12,,
4502514751-30,Create Purchase Order item,20170413 10:00:13,E-USER,,
4502598110-30,Create Purchase Order item,20171010 08:11:25,USER 433,,
4502539745-20,Create Purchase Order item,20170601 12:39:51,USER 433,,
4502560170-250,Create Purchase Order item,20170714 05:00:21,E-USER,,
4502537200-110,Create Purchase Order item,20170529 06:21:17,USER 141,,
4502472722-70,Create Purchase Order item,20170127 08:17:29,USER 177,,
4502554055-30,Create Purchase Order item,20170630 07:06:14,USER 177,,
4502606702-10,Create Purchase Order item,20171026 06:52:03,USER 23,,
4502587985-10,Create Purchase Order item,20170919 12:05:29,USER 348,,
4502472766-20,Create Purchase Order item,20170127 08:41:19,USER 482,,
4502607851-10,Create Purchase Order item,20171027 13:07:08,USER 194,,
4502625231-70,Create Purchase Order item,20171204 06:00:12,E-USER,,
4502599676-10,Create Purchase Order item,20171012 10:00:51,E-USER,,
4502547936-10,Create Purchase Order item,20170619 10:21:27,USER 142,,
4502603096-220,Create Purchase Order item,20171019 06:10:50,USER 141,,
4502531788-80,Create Purchase Order item,20170517 08:35:34,USER 12,,
4502617193-40,Create Purchase Order item,20171117 04:00:13,E-USER,,
4502598251-40,Create Purchase Order item,20171010 09:53:01,USER 482,,
4502463288-10,Create Purchase Order item,20170110 21:48:34,USER 5,,
4502515633-10,Create Purchase Order item,20170418 09:37:18,USER 433,,
4502513893-10,Create Purchase Order item,20170412 07:10:29,USER 25,,
4502498202-10,Create Purchase Order item,20170313 14:47:11,USER 23,,
4502529907-20,Create Purchase Order item,20170512 11:18:56,USER 14,,
4502593418-60,Create Purchase Order item,20170929 06:32:05,USER 141,,
4502557061-140,Create Purchase Order item,20170707 06:06:19,USER 141,,
4502630571-10,Create Purchase Order item,20171214 08:33:38,USER 433,,
4502462106-40,Create Purchase Order item,20170109 09:29:01,USER 23,,
4502616493-30,Create Purchase Order item,20171116 08:11:51,USER 199,,
4502473522-20,Create Purchase Order item,20170130 09:11:12,USER 501,,
4502539822-50,Create Purchase Order item,20170601 14:00:18,E-USER,,
4502462086-10,Create Purchase Order item,20170109 09:22:19,USER 225,,
4502628284-40,Create Purchase Order item,20171211 08:05:51,USER 12,,
4502556414-130,Create Purchase Order item,20170706 05:00:06,E-USER,,
4502583893-80,Create Purchase Order item,20170912 06:29:52,USER 141,,
4502598016-100,Create Purchase Order item,20171010 05:00:26,E-USER,,
4502631743-190,Create Purchase Order item,18 Dec 2017 04:00:07,E-USER,,
4502469078-30,Create Purchase Order item,20170120 09:03:51,USER 433,,
4502626245-10,Create Purchase Order item,20171205 13:55:50,USER 194,,
4502614242-30,Create Purchase Order item,20171113 05:00:24,E-USER,,
4502628281-100,Create Purchase Order item,20171211 08:00:09,E-USER,,
4502546141-30,Create Purchase Order item,20170614 12:59:10,USER 433,,
4502582922-10,Create Purchase Order item,20170908 13:06:26,USER 194,,
4502598923-240,Create Purchase Order item,20171011 09:08:06,USER 458,,
4502626862-10,Create Purchase Order item,20171206 15:36:03,USER 142,,
4502587040-20,Create Purchase Order item,20170918 09:59:38,USER 433,,
4502544252-20,Create Purchase Order item,20170612 09:30:34,USER 23,,
4502524518-70,Create Purchase Order item,20170505 13:35:19,USER 511,,
4502475078-10,Create Purchase Order item,20170201 10:00:31,E-USER,,
4502614350-10,Create Purchase Order item,20171113 08:20:25,USER 482,,
4502554055-10,Create Purchase Order item,20170630 07:06:14,USER 177,,
4502621186-10,Create Purchase Order item,20171124 10:00:57,E-USER,,
4502478213-50,Create Purchase Order item,20170208 06:42:20,USER 141,,
4502539663-20,Create Purchase Order item,20170601 10:59:36,USER 433,,
4502459633-10,Create Purchase Order item,20170102 09:15:57,USER 53,,
4502472337-20,Create Purchase Order item,20170126 11:02:41,USER 433,,
4502517800-110,Create Purchase Order item,20170421 09:02:22,USER 12,,
4502460984-50,Create Purchase Order item,20170104 12:04:37,USER 2,,
4502481453-40,Create Purchase Order item,20170213 08:00:17,E-USER,,
4502563602-80,Create Purchase Order item,20170724 08:58:46,USER 12,,
4502587623-30,Create Purchase Order item,20170919 08:26:42,USER 14,,
4502628449-20,Create Purchase Order item,20171211 09:53:54,USER 14,,
4502586283-10,Create Purchase Order item,20170915 09:00:18,E-USER,,
4502605351-200,Create Purchase Order item,20171024 07:03:22,USER 141,,
4502567748-10,Create Purchase Order item,20170804 08:40:59,USER 442,,
4502576658-80,Create Purchase Order item,20170828 11:33:26,USER 225,,
4502542083-30,Create Purchase Order item,20170607 14:00:21,E-USER,,
4502534938-20,Create Purchase Order item,20170523 05:00:14,E-USER,,
4502621623-20,Create Purchase Order item,20171127 07:49:21,USER 23,,
4502509223-30,Create Purchase Order item,20170403 04:00:17,E-USER,,
4502485535-40,Create Purchase Order item,20170220 08:37:04,USER 12,,
4502507430-50,Create Purchase Order item,20170329 08:13:25,USER 12,,
4502550721-10,Create Purchase Order item,20170622 14:31:21,USER 206,,
4502469113-30,Create Purchase Order item,20170120 09:27:05,USER 45,,
4502631821-70,Create Purchase Order item,20171218 08:00:06,E-USER,,
4502538185-20,Create Purchase Order item,20170530 11:26:51,USER 319,,
4502513377-10,Create Purchase Order item,20170411 10:28:23,USER 295,,
4502576285-10,Create Purchase Order item,20170825 15:00:19,E-USER,,
4502621543-20,Create Purchase Order item,20171127 06:00:51,E-USER,,
4502621528-60,Create Purchase Order item,20171127 04:00:43,E-USER,,
4502554333-30,Create Purchase Order item,20170630 10:31:59,USER 194,,
4502604066-80,Create Purchase Order item,20171020 09:36:24,USER 433,,
4502632634-60,Create Purchase Order item,20171219 07:07:40,USER 141,,
4502600208-20,Create Purchase Order item,20171012 14:45:54,USER 290,,
4502506431-30,Create Purchase Order item,20170327 14:28:15,USER 518,,
4502545673-200,Create Purchase Order item,20170614 06:46:12,USER 141,,
4502602561-30,Create Purchase Order item,20171018 09:00:44,E-USER,,
4502525467-10,Create Purchase Order item,20170506 11:19:39,USER 153,,
4502563074-30,Create Purchase Order item,20170721 10:49:05,USER 442,,
4502533436-10,Create Purchase Order item,20170519 12:22:05,USER 500,,
4502537836-160,Create Purchase Order item,20170530 05:00:11,E-USER,,
4502537183-50,Create Purchase Order item,20170529 04:00:17,E-USER,,
4502609733-20,Create Purchase Order item,20171101 15:50:47,USER 230,,
4502601282-70,Create Purchase Order item,20171016 09:53:55,USER 433,,
4502547953-60,Create Purchase Order item,20170619 10:38:41,USER 53,,
4502633363-70,Create Purchase Order item,20171220 07:55:53,USER 12,,
4502516534-40,Create Purchase Order item,20170419 10:52:22,USER 518,,
4502632454-50,Create Purchase Order item,20171218 14:12:49,USER 230,,
4502539961-50,Create Purchase Order item,20170601 16:00:10,E-USER,,
4502531892-30,Create Purchase Order item,20170517 10:07:04,USER 12,,
4502550821-20,Create Purchase Order item,20170623 05:00:19,E-USER,,
4502547323-150,Create Purchase Order item,20170616 12:19:33,USER 446,,
4502472334-130,Create Purchase Order item,20170126 11:00:32,USER 465,,
4502590952-20,Create Purchase Order item,20170925 12:35:07,USER 433,,
4502469193-20,Create Purchase Order item,20170120 10:06:06,USER 482,,
4502509207-40,Create Purchase Order item,20170331 17:10:10,USER 348,,
4502621189-110,Create Purchase Order item,20171124 10:04:15,USER 245,,
4502496973-210,Create Purchase Order item,20170309 15:00:46,E-USER,,
4502504331-60,Create Purchase Order item,20170323 06:25:55,USER 141,,
4502517115-50,Create Purchase Order item,20170420 10:40:16,USER 433,,
4502602613-70,Create Purchase Order item,20171018 09:38:24,USER 12,,
4502630427-20,Create Purchase Order item,20171213 18:00:07,E-USER,,
4502517953-10,Create Purchase Order item,20170421 10:53:47,USER 433,,
4502462392-10,Create Purchase Order item,20170109 13:26:40,USER 511,,
4502501633-20,Create Purchase Order item,20170320 08:37:05,USER 53,,
4502508120-20,Create Purchase Order item,20170330 09:00:22,E-USER,,
4502481624-120,Create Purchase Order item,20170213 10:14:00,USER 245,,
4502492443-340,Create Purchase Order item,20170303 06:21:48,USER 141,,
4502631381-10,Create Purchase Order item,20171215 10:00:09,E-USER,,
4502570655-90,Create Purchase Order item,20170811 10:24:39,USER 12,,
4700047041-10,Create Purchase Order item,20171114 11:04:04,USER 12,,
4502560758-20,Create Purchase Order item,20170717 06:00:20,E-USER,,
4502625785-90,Create Purchase Order item,20171205 05:00:08,E-USER,,
4502503038-50,Create Purchase Order item,20170322 06:29:43,USER 141,,
4502473548-80,Create Purchase Order item,20170130 09:36:29,USER 12,,
4502467640-80,Create Purchase Order item,20170118 08:17:36,USER 12,,
4502467925-10,Create Purchase Order item,20170118 11:15:29,USER 2,,
4502471178-40,Create Purchase Order item,20170124 14:00:22,E-USER,,
4502491724-40,Create Purchase Order item,20170301 12:38:33,USER 518,,
4502514786-10,Create Purchase Order item,20170413 10:22:48,USER 295,,
4502591111-110,Create Purchase Order item,20170925 14:58:59,USER 442,,
4502613924-110,Create Purchase Order item,20171110 10:56:40,USER 433,,
4502631500-90,Create Purchase Order item,20171215 11:49:53,USER 482,,
4502567679-80,Create Purchase Order item,20170804 07:42:42,USER 458,,
4502608030-310,Create Purchase Order item,20171030 06:24:49,USER 141,,
4502538531-20,Create Purchase Order item,20170531 05:00:19,E-USER,,
4502544252-70,Create Purchase Order item,20170612 09:30:34,USER 23,,
4502582171-80,Create Purchase Order item,20170907 12:39:59,USER 411,,
4502598016-10,Create Purchase Order item,20171010 05:00:26,E-USER,,
4502566380-70,Create Purchase Order item,20170731 16:25:06,USER 270,,
4502567692-30,Create Purchase Order item,20170804 07:57:10,USER 12,,
4502634907-80,Create Purchase Order item,20171222 09:10:13,USER 437,,
4502634907-50,Create Purchase Order item,20171222 09:10:13,USER 437,,
4502617332-30,Create Purchase Order item,20171117 08:57:29,USER 12,,
4502546419-120,Create Purchase Order item,20170615 08:14:31,USER 14,,
4502611468-20,Create Purchase Order item,20171106 14:58:33,USER 433,,
4502538531-200,Create Purchase Order item,20170531 05:00:19,E-USER,,
4502635862-10,Create Purchase Order item,20171228 05:00:17,E-USER,,
4502586097-10,Create Purchase Order item,20170914 15:23:26,USER 511,,
4502497970-20,Create Purchase Order item,20170313 09:31:51,USER 23,,
4502604056-70,Create Purchase Order item,20171020 09:31:57,USER 433,,
4502518273-10,Create Purchase Order item,20170421 16:04:34,USER 140,,
4502504897-20,Create Purchase Order item,20170323 14:29:14,USER 12,,
4502600315-90,Create Purchase Order item,20171013 05:00:13,E-USER,,
4502516475-130,Create Purchase Order item,20170419 10:14:10,USER 14,,
4502576285-30,Create Purchase Order item,20170825 15:00:19,E-USER,,
4502590677-40,Create Purchase Order item,20170925 08:29:56,USER 433,,
4502485634-40,Create Purchase Order item,20170220 10:06:09,USER 478,,
4502539587-10,Create Purchase Order item,20170601 10:00:19,E-USER,,
4502544035-80,Create Purchase Order item,20170612 06:22:18,USER 141,,
4502530233-120,Create Purchase Order item,20170515 05:00:18,E-USER,,
4502472202-20,Create Purchase Order item,20170126 08:54:49,USER 482,,
4502596970-10,Create Purchase Order item,20171006 10:21:11,USER 12,,
4502627148-10,Create Purchase Order item,20171207 09:47:14,USER 33,,
4502466620-40,Create Purchase Order item,20170116 15:00:09,E-USER,,
4502608023-140,Create Purchase Order item,20171030 05:00:27,E-USER,,
4502493899-680,Create Purchase Order item,20170307 06:41:12,USER 141,,
4502585715-60,Create Purchase Order item,20170914 10:00:23,E-USER,,
4502544374-70,Create Purchase Order item,20170612 10:49:54,USER 518,,
4502635862-40,Create Purchase Order item,20171228 05:00:17,E-USER,,
4502550821-30,Create Purchase Order item,20170623 05:00:19,E-USER,,
4502517800-280,Create Purchase Order item,20170421 09:02:22,USER 12,,
4502591076-70,Create Purchase Order item,20170925 14:31:47,USER 167,,
4502517433-60,Create Purchase Order item,20170421 05:00:29,E-USER,,
4502467008-40,Create Purchase Order item,20170117 09:50:04,USER 433,,
4502529674-170,Create Purchase Order item,20170512 09:02:29,USER 12,,
4502560170-360,Create Purchase Order item,20170714 05:00:21,E-USER,,
4502517963-60,Create Purchase Order item,20170421 10:57:58,USER 12,,
4502534093-170,Create Purchase Order item,20170522 06:27:17,USER 141,,
4502462981-20,Create Purchase Order item,20170110 11:37:37,USER 433,,
4502604983-110,Create Purchase Order item,20171023 11:54:03,USER 433,,
4502557432-100,Create Purchase Order item,20170707 13:20:23,USER 140,,
4502471373-100,Create Purchase Order item,20170125 06:09:57,USER 141,,
4502585570-10,Create Purchase Order item,20170914 08:00:23,E-USER,,
4502608970-130,Create Purchase Order item,20171031 13:11:01,USER 23,,
4502631500-100,Create Purchase Order item,20171215 11:49:53,USER 482,,
4502590547-70,Create Purchase Order item,20170925 06:15:03,USER 420,,
4502516638-30,Create Purchase Order item,20170419 12:41:31,USER 433,,
4502601854-20,Create Purchase Order item,20171017 09:00:48,E-USER,,
4502635862-100,Create Purchase Order item,20171228 05:00:17,E-USER,,
4502544682-10,Create Purchase Order item,20170612 14:07:32,USER 518,,
4502538531-270,Create Purchase Order item,20170531 05:00:19,E-USER,,
4502461318-80,Create Purchase Order item,20170105 07:53:34,USER 14,,
4502544035-280,Create Purchase Order item,20170612 06:22:18,USER 141,,
4502511635-30,Create Purchase Order item,20170406 14:49:25,USER 53,,
4502585575-10,Create Purchase Order item,20170914 08:05:17,E-USER,,
4502489195-90,Create Purchase Order item,20170227 05:00:32,E-USER,,
4502560254-100,Create Purchase Order item,20170714 07:32:49,USER 433,,
4502518355-40,Create Purchase Order item,20170424 05:00:37,E-USER,,
4502473359-30,Create Purchase Order item,20170130 06:00:49,E-USER,,
4502497334-100,Create Purchase Order item,20170310 09:47:06,USER 433,,
4502574600-20,Create Purchase Order item,20170823 07:30:36,USER 177,,
4502632735-50,Create Purchase Order item,20171219 09:00:25,E-USER,,
4502585701-10,Create Purchase Order item,20170914 09:55:23,USER 411,,
4502636069-30,Create Purchase Order item,20171228 10:34:42,USER 433,,
4502582025-30,Create Purchase Order item,20170907 09:52:21,USER 322,,
4502527962-50,Create Purchase Order item,20170510 07:22:07,USER 23,,
4502535711-20,Create Purchase Order item,20170524 05:00:24,E-USER,,
4502462618-20,Create Purchase Order item,20170110 05:00:26,E-USER,,
4502552854-30,Create Purchase Order item,20170628 10:53:24,USER 224,,
4502465593-210,Create Purchase Order item,20170113 11:36:18,USER 518,,
4502529330-20,Create Purchase Order item,20170511 13:44:34,USER 433,,
4502474841-80,Create Purchase Order item,20170201 07:52:03,USER 177,,
4502560255-20,Create Purchase Order item,20170714 07:33:43,USER 433,,
4502535513-10,Create Purchase Order item,20170523 14:13:09,USER 433,,
4502597352-20,Create Purchase Order item,20171009 04:00:26,E-USER,,
4502619626-10,Create Purchase Order item,20171122 08:00:27,E-USER,,
4502537477-10,Create Purchase Order item,20170529 11:18:51,USER 12,,
4502482935-60,Create Purchase Order item,20170215 10:07:48,USER 205,,
4502606849-20,Create Purchase Order item,20171026 09:07:26,USER 25,,
4502621020-50,Create Purchase Order item,20171124 08:00:11,E-USER,,
4502517800-240,Create Purchase Order item,20170421 09:02:22,USER 12,,
4502547323-260,Create Purchase Order item,20170616 12:19:33,USER 446,,
4502636152-10,Create Purchase Order item,20171228 13:00:15,E-USER,,
4502471925-60,Create Purchase Order item,20170125 14:47:51,USER 518,,
4502631743-180,Create Purchase Order item,18 Dec 2017 04:00:07,E-USER,,
4502609377-70,Create Purchase Order item,20171101 09:52:43,USER 23,,
4502621583-20,Create Purchase Order item,20171127 07:24:25,USER 245,,
4502539993-190,Create Purchase Order item,20170602 06:12:58,USER 141,,
4502585688-100,Create Purchase Order item,20170914 09:46:20,USER 411,,
4502621809-20,Create Purchase Order item,20171127 09:51:21,USER 14,,
4502617198-50,Create Purchase Order item,20171117 05:00:16,E-USER,,
4502502286-10,Create Purchase Order item,20170320 15:28:34,USER 225,,
4502467806-10,Create Purchase Order item,20170118 09:30:28,USER 206,,
4502629806-110,Create Purchase Order item,20171213 06:18:38,USER 141,,
4502488169-30,Create Purchase Order item,20170223 14:30:12,USER 518,,
4502597352-30,Create Purchase Order item,20171009 04:00:26,E-USER,,
4502619989-120,Create Purchase Order item,20171122 12:25:20,USER 23,,
4502631713-10,Create Purchase Order item,20171215 18:00:07,E-USER,,
4502531759-150,Create Purchase Order item,20170517 07:43:22,USER 177,,
4502622651-120,Create Purchase Order item,20171128 09:37:45,USER 433,,
4502539660-60,Create Purchase Order item,20170601 10:56:21,USER 433,,
4502553781-10,Create Purchase Order item,20170629 16:00:18,E-USER,,
4502510479-160,Create Purchase Order item,20170405 06:48:05,USER 141,,
4502583063-40,Create Purchase Order item,20170911 06:00:30,E-USER,,
4502468310-10,Create Purchase Order item,20170119 08:10:41,USER 414,,
4502466276-10,Create Purchase Order item,20170116 10:35:44,USER 142,,
4502545673-20,Create Purchase Order item,20170614 06:46:12,USER 141,,
4502598832-30,Create Purchase Order item,20171011 07:45:53,USER 482,,
4502601228-70,Create Purchase Order item,20171016 09:00:19,E-USER,,
4502537587-30,Create Purchase Order item,20170529 12:41:37,USER 12,,
4502574658-30,Create Purchase Order item,20170823 08:02:00,USER 482,,
4502528052-60,Create Purchase Order item,20170510 08:15:53,USER 12,,
4502465959-80,Create Purchase Order item,20170116 08:00:07,E-USER,,
4502544133-30,Create Purchase Order item,20170612 08:20:05,USER 12,,
4502537913-50,Create Purchase Order item,20170530 07:50:12,USER 433,,
4502498793-10,Create Purchase Order item,20170314 13:27:22,USER 45,,
4502551913-40,Create Purchase Order item,20170627 06:23:38,USER 141,,
4502462023-10,Create Purchase Order item,20170109 08:34:18,USER 414,,
4502636069-20,Create Purchase Order item,20171228 10:34:42,USER 433,,
4502602636-60,Create Purchase Order item,20171018 09:56:06,USER 270,,
4502591111-10,Create Purchase Order item,20170925 14:58:59,USER 442,,
4502490071-80,Create Purchase Order item,20170227 07:48:22,USER 23,,
4502544012-50,Create Purchase Order item,20170612 04:00:24,E-USER,,
4502625796-180,Create Purchase Order item,20171205 06:25:36,USER 141,,
4502597567-10,Create Purchase Order item,20171009 09:29:44,USER 433,,
4502596515-240,Create Purchase Order item,20171005 13:22:28,USER 290,,
4700045611-21,Create Purchase Order item,20170609 09:06:26,USER 35,,
4502621342-60,Create Purchase Order item,20171124 12:56:43,USER 318,,
4502585650-50,Create Purchase Order item,20170914 09:14:28,USER 23,,
4502517433-140,Create Purchase Order item,20170421 05:00:29,E-USER,,
4502619532-20,Create Purchase Order item,20171122 05:00:39,E-USER,,
4502614262-110,Create Purchase Order item,20171113 06:33:08,USER 141,,
4502617062-60,Create Purchase Order item,20171116 13:36:59,USER 225,,
4502541596-50,Create Purchase Order item,20170607 07:18:39,USER 177,,
4502530802-20,Create Purchase Order item,20170515 13:20:27,USER 411,,
4502580407-40,Create Purchase Order item,20170905 05:00:07,E-USER,,
4502471368-30,Create Purchase Order item,20170125 05:00:22,E-USER,,
4502620247-130,Create Purchase Order item,20171123 06:29:38,USER 141,,
4502493801-70,Create Purchase Order item,20170306 15:00:35,E-USER,,
4502539822-10,Create Purchase Order item,20170601 14:00:18,E-USER,,
4502499738-50,Create Purchase Order item,20170316 07:48:12,USER 23,,
4502598986-50,Create Purchase Order item,20171011 09:51:06,USER 12,,
4502615095-20,Create Purchase Order item,20171114 09:07:53,USER 433,,
4502464965-50,Create Purchase Order item,20170113 05:00:16,E-USER,,
4502573353-60,Create Purchase Order item,20170821 06:12:48,USER 141,,
4502509419-90,Create Purchase Order item,20170403 09:57:10,USER 12,,
4502492669-10,Create Purchase Order item,20170303 10:02:05,USER 28,,
4502468902-30,Create Purchase Order item,20170120 06:08:39,USER 141,,
4502470609-10,Create Purchase Order item,20170123 18:00:24,E-USER,,
4502564332-70,Create Purchase Order item,20170726 05:00:13,E-USER,,
4502474682-110,Create Purchase Order item,20170131 15:00:13,E-USER,,
4502485643-20,Create Purchase Order item,20170220 10:15:14,E-USER,,
4502474864-70,Create Purchase Order item,20170201 08:07:04,USER 433,,
4502491246-150,Create Purchase Order item,20170228 15:00:25,E-USER,,
4502475219-10,Create Purchase Order item,20170201 12:00:32,USER 452,,
4502503257-10,Create Purchase Order item,20170322 09:54:06,USER 236,,
4502604569-60,Create Purchase Order item,20171023 05:00:45,E-USER,,
4502529520-30,Create Purchase Order item,20170512 07:17:59,USER 23,,
4502486664-40,Create Purchase Order item,20170221 15:28:55,USER 56,,
4502488373-10,Create Purchase Order item,20170224 07:26:25,USER 177,,
4502600315-20,Create Purchase Order item,20171013 05:00:13,E-USER,,
4502566379-10,Create Purchase Order item,20170731 16:14:02,USER 5,,
4502597701-30,Create Purchase Order item,20171009 10:54:16,USER 23,,
4502616569-20,Create Purchase Order item,20171116 08:52:31,USER 519,,
4502493107-30,Create Purchase Order item,20170306 08:03:52,USER 482,,
4502601365-10,Create Purchase Order item,20171016 10:58:08,USER 12,,
4502597007-120,Create Purchase Order item,20171006 10:51:07,USER 433,,
4502602715-60,Create Purchase Order item,20171018 10:54:11,USER 433,,
4502525461-40,Create Purchase Order item,20170506 11:19:36,USER 153,,
4502576285-20,Create Purchase Order item,20170825 15:00:19,E-USER,,
4502531892-90,Create Purchase Order item,20170517 10:07:04,USER 12,,
4502532164-30,Create Purchase Order item,20170518 05:00:07,E-USER,,
4502500592-20,Create Purchase Order item,20170317 08:53:37,USER 433,,
4502509298-200,Create Purchase Order item,20170403 07:52:21,USER 496,,
4502608686-20,Create Purchase Order item,20171031 08:13:28,USER 414,,
4502552657-50,Create Purchase Order item,20170628 08:40:47,USER 433,,
4502597646-30,Create Purchase Order item,20171009 10:16:25,USER 23,,
4502523189-10,Create Purchase Order item,20170503 12:08:37,USER 154,,
4502478380-10,Create Purchase Order item,20170208 09:23:31,USER 511,,
4502502791-10,Create Purchase Order item,20170321 13:33:23,USER 511,,
4502617309-60,Create Purchase Order item,20171117 08:23:52,USER 14,,
4502600569-30,Create Purchase Order item,20171013 10:15:56,USER 12,,
4502514830-90,Create Purchase Order item,20170413 11:18:03,USER 14,,
4502459481-130,Create Purchase Order item,20170102 06:32:04,USER 518,,
4502524096-40,Create Purchase Order item,20170505 08:48:23,USER 177,,
4502627648-50,Create Purchase Order item,20171208 07:49:12,USER 12,,
4502610542-20,Create Purchase Order item,20171103 10:30:29,USER 482,,
4502496973-90,Create Purchase Order item,20170309 15:00:46,E-USER,,
4502529862-30,Create Purchase Order item,20170512 10:41:57,USER 442,,
4502462086-100,Create Purchase Order item,20170109 09:22:19,USER 225,,
4502481594-10,Create Purchase Order item,20170213 09:59:09,USER 12,,
4502630962-20,Create Purchase Order item,20171214 13:22:12,USER 142,,
4502616388-120,Create Purchase Order item,20171116 05:00:13,E-USER,,
4502472666-70,Create Purchase Order item,20170127 05:00:28,E-USER,,
4502570655-30,Create Purchase Order item,20170811 10:24:39,USER 12,,
4502517433-50,Create Purchase Order item,20170421 05:00:29,E-USER,,
4502590156-110,Create Purchase Order item,20170922 10:41:04,USER 12,,
4502601977-20,Create Purchase Order item,20171017 10:23:06,USER 433,,
4502599832-140,Create Purchase Order item,20171012 10:31:52,USER 53,,
4502480861-50,Create Purchase Order item,20170210 11:06:07,USER 518,,
4502582231-60,Create Purchase Order item,20170907 13:55:49,USER 194,,
4502580467-40,Create Purchase Order item,20170905 07:52:56,USER 433,,
4502619857-90,Create Purchase Order item,20171122 10:21:11,USER 433,,
4502627137-30,Create Purchase Order item,20171207 09:41:34,USER 499,,
4502566490-10,Create Purchase Order item,20170801 08:09:26,USER 482,,
4502604915-30,Create Purchase Order item,20171023 10:44:20,USER 14,,
4502516166-60,Create Purchase Order item,20170418 16:29:39,USER 5,,
4502589912-10,Create Purchase Order item,20170922 07:59:29,USER 290,,
4502614386-120,Create Purchase Order item,20171113 08:44:20,USER 411,,
4502600037-60,Create Purchase Order item,20171012 11:38:27,USER 411,,
4502486199-10,Create Purchase Order item,20170221 07:39:26,USER 482,,
